ID_CJYP,DESC_CJYP,DIRECCION,CODPOSTAL,TELEFONO,X,Y,AGENCIA_NEW,ID_LOCALIDAD,RESPONSABLE,PROBIENESTAR,ESTADO,COMISIONVIGENTE,ENFERMERIA,PEDICURIA,AUTOCUIDADO,RECREATIVA
"2,634",C JYP CARMEN SORIA,EMILIO MITRE 1013 ,1824,247-6337,-58.38757,-34.70443,,79,,0,2,0,0,0,0,0
"2,635",CENTRO DE VETERANOS DE GUERRA DE MALVINA LANUS,HIPOLITO YRIGOYEN 3946 1º PISO 3946,1824,,-58.39132,-34.69979,482,80,"FANUCHI, JUAN CARLOS",0,1,1,0,0,0,0
"2,636",CENTRO DE JUB 9 DE JULIO,MURATURE 4014 105 ,1824,,-58.38333,-34.70000,,79,ROLDAN JUAN,1,1,1,0,0,0,0
"2,637",CENTRO DE JYP HILOS DE PLATA,1 DE MAYO 3981,1822,,-58.38333,-34.70000,,79,AMAYA ESTELA,0,1,1,0,0,0,0
"2,638",CTRO. DE JUB. LOS DIAS FELICES,DON ORIONE 4749 ,1822,4286-3913,-58.43292,-34.69562,,80,VILLAFAÑE JAVIER,0,1,1,0,0,0,0
"2,639",C JYP ALEGRIA Y ESPERANZA,PLAUL SANTIAGO 4476 4476  ,1824,267-2517,-58.43228,-34.70687,,80,SIMON ARTURO,1,1,1,0,0,0,0
"2,640",C JYP LUZ Y VIDA DE VILLA CARAZA,MARCOS AVELLANEDA 3872 3875,1822,,-58.42489,-34.70197,,80,GONZALEZ JUAN ,1,1,1,0,0,0,0
"2,641",C JYP BARRIO EL CASTILLO LANUS,DEAN FUNES 3158 3158,1824,4240-0483,-58.41963,-34.69644,,80,"ANDRADE, JOSE LUIS",1,1,1,0,0,0,0
"2,642",C JYP SAN PEDRO ARMENGOL,BURELAS  125,1824,4225-7650,-58.38333,-34.68333,,16,GARCIA HECTOR,0,1,1,0,0,0,0
"2,643",C JYP DE VILLA ANGELICA,REP DEL LIBANO 363 60  ,1824,204-8566,-58.37924,-34.69086,,78,PIÑEIRO JULIO,1,1,1,0,0,0,0
"2,644",C JYP DE LANUS OESTE - CLARIDAD,J. PALLARES 747 747,1824,4240-4758/4209-,-58.41652,-34.69783,,80,SANCHEZ JORGE,0,1,1,0,0,0,0
"2,645",C JYP DE VILLA HUNTER,BLANCO ENCALADA 400 149 ,1824,240-3581,-58.41652,-34.69783,,80,DI ROSSO CATALINA,1,1,1,0,0,0,0
"2,646",C JYP AMIGOS Y VECINOS DE GERLI,RECONQUISTA 1991 1991,1870,4202-1773,-58.38333,-34.68333,,16,"BARBAGALLO, JORGE",1,1,1,0,0,0,0
"2,647",C JP Y RET GERLI OESTE,"PALACIOS,ALFREDO 835 ",1824,4249-6776 42496,-58.41652,-34.69783,,80,"DIAZ, JUAN CARLOS",0,1,1,0,0,0,0
"2,648",C JYP NUEVO AMANECER,YAPEYU 1258 1258,1825,4230-3688,-58.34159,-34.73411,,81,GONZALEZ ROSALIA,1,1,1,0,0,0,0
"2,649",C JYP SANTO CURA DE ARS,CHILAVERT  1520  , 1825,,-58.35209,-34.71831,,81,VILLALBA EUSEBIO,1,1,1,0,0,0,0
"2,650",C JYP LA CASA DE TODOS,DE LA PEÑA  1320,1825,4220-6133,-58.35209,-34.71831,,81,GONZALEZ  JOSE,0,1,1,0,0,0,0
"2,651",C JYP DE MONTE CHINGOLO MI ILUSION,EVA PERON 4320 4320 ,1825,246-9699/220-14,-58.35322,-34.72863,,81,"CASERES, JUAN DAVID",1,1,1,0,0,0,0
"2,652",C JYP VILLA UNION,V. LOPEZ 1680 ,1825,,-58.35209,-34.71831,,81,RAGGIO LUIS,0,1,1,0,0,0,0
"2,653",C JYP ABUELOS FELICES,9 DE JULIO 3895 ,1825,,-58.36093,-34.72904,,81,,0,2,0,0,0,0,0
"2,654",CENTRO DE JYP AMIGOS DE MONTE CHINGOLO,9 DE JULIO 4170 ,1825,1549397220 4267,-58.35831,-34.73078,,81,,0,,,,,,
"2,655",CENTRO DE JYP UNION Y ESPERANZA,CORVALAN 3168 ,1825,4246-9418,-58.36789,-34.73994,,84,,0,,,,,,
"2,656",CTRO. DE JYP PLAZA ALEM,GRAL. ARIAS 4240 ,1825,42207397,-58.36046,-34.73380,,81,,0,2,0,0,0,0,0
"2,657",CIRC JYP EL BELLO AMANECER,BV. DE LOS ITALIANOS 2452 76  ,1824,4230-4548/5959.,-58.38333,-34.70000,,79,VELA ROSA ELIDA,1,1,1,0,0,0,0
"2,658",C JPYR SOL DE INDEPENDENCIA DE MONTE CHINGOLO,ACHAVAL 4291 4291,1825,4230-5464,-58.38333,-34.70000,,79,DIOSGUEZ EMA,0,1,1,0,0,0,0
"2,659",C JYP EL OMBU,GUIDO 3100 ,1825,246-0785,-58.36445,-34.71858,,81,,0,2,0,0,0,0,0
"2,661",C JYP GRAL MARTIN MIGUEL DE GUEMES,SALCEDO 2061 2061,1825,230-2071,-58.38333,-34.70000,,79,PRADO ROMULO,1,1,1,0,0,0,0
"2,662",C JYP LOS ABUELOS DE VILLA ESLOVENIA,COLON 2389 2389,1826,4267-6134/1476/,-58.41861,-34.71864,,82,DURAN HORACIO,1,1,1,0,0,0,0
"2,663",C JUB SOBRE EL RIEL,JOSE INGENIEROS 397,1826,242-0209,-58.39526,-34.72378,,82,ARRUPE IRIS ZULEMA,0,1,1,0,0,0,0
"2,664",C JYP DE REMEDIOS DE ESCALADA OESTE,MARCOS AVELLANEDA 690 690,1826,242-4384,-58.40274,-34.73120,,82,BOERO JORGELINA,0,1,1,0,0,0,0
"2,665",C JYP 12 DE AGOSTO,GABOTO 4380 ,1826,,-58.41623,-34.72802,,82,,0,2,0,0,0,0,0
"2,666",C JYP LAS PALOMITAS,TABORDA 3410 3410,1826,,-58.39526,-34.72378,,82,BONTEMPO ANTONIO,0,1,1,0,0,0,0
"2,667",C JYP SOC Y CULT AMADEO LERTORA,DEL VALLE IBERLUCEA 4401 143 ,1826,,-58.39594,-34.72519,,82,,1,2,0,0,0,0,0
"2,668",C JYP DE REMEDIOS DE ESCALADA ESTE,GENERAL DEHEZA  3325,1826,4225-1567,-58.39526,-34.72378,,82,BASCOPE VICTOR GUILLERMO,0,1,1,0,0,0,0
"2,669",C JYP SOLIDARIDAD,MINISTRO BRIN 3515 130 ,1824,4241-5492,-58.39568,-34.71377,,80,FISCHER DORA,1,1,1,0,0,0,0
"2,670",C JYP SOL NACIENTE,DEL VALLE IBERLUCEA 4501 ,1826,4241-3735,-58.39621,-34.72645,,82,,0,,,,,,
"2,671",C JYP AMOR Y LUCHA REMEDIOS DE ESCALADA,JUAN DE ZAMORA 3394 3394,1826,267-6228,-58.41472,-34.70871,,80,PUGLIESE SALVADOR,1,1,1,0,0,0,0
"2,672",C JYP LUIS DE ANNA,HERNANDARIAS 1264 1264,1426,4242-0680/2756,-58.41097,-34.72718,,82,VICONDOA LILIAN ESTELA,0,1,1,0,0,0,0
"2,673",C JYP SIEMPRE JOVENES,QUIRNO COSTA 1102 1102,1826,4-202-9656,-58.40496,-34.72589,,82,PLUCHI HECTOR,0,1,1,0,0,0,0
"2,674",CENTRO DE JYP BARRIOS LAS COLONIAS,H. GUIDI 135 ,1826,4240-4136,-58.39526,-34.72378,,82,,0,2,0,0,0,0,0
"2,675",C JYP LA ANTENA,JL SUAREZ  1674,1826,,-58.39526,-34.72378,,82,JANSEN MA DEL CARMEN,0,1,1,0,0,0,0
"2,676",C DE JYP EL NUEVO PROGRESO,GRAL G. BALCARCE 3839 3839,1826,4267-6991 4267-,-58.41727,-34.71485,,82,QUEVEDO SILVIA,0,1,1,0,0,0,0
"2,677",C JYP VIVENCIAS,PJE. J.M. CECCONI 4049 77  ,1826,241-5492/240-42,-58.39526,-34.72378,,82,GARGIULO MARTHA,1,1,1,0,0,0,0
"2,678",C JYP GENERAL BALCARCE,UGARTE Y QUIRNO COSTA  3589,1826,267-3971,-58.39526,-34.72378,,82,ANTOLINI ARTURO AMERICO,0,1,1,0,0,0,0
"2,679",C JYP REENCUENTRO,SAN VLADIMIRO 3060 3060,1826,264-8731/286-95,-58.37884,-34.76894,,87,GARCIA PILAR,1,1,1,0,0,0,0
"2,680",C JP RET ARTURO MELO REMEDIOS DE ESCALADA,GRAL DEHEZA 3264 3264,1826,246-7835,-58.38526,-34.72909,,82,"RINALDI, ERNESTO",0,1,1,0,0,0,0
"2,681",C JYP LA AMISTAD DE REMEDIOS DE ESCALADA ESTE,HEROES DE MALVINAS 3893 3893,1826,4242-2376/4202-,-58.38440,-34.73630,,84,MURUA MERCEDES,1,1,1,0,0,0,0
"2,682",C JYP EL RINCONCITO,MAGALLANES 3712 3712,1824,240-1226,-58.41667,-34.66667,,83,CEBALLOS MARIA ANGELICA,0,1,1,0,0,0,0
"2,683",C JYP LOS PIONEROS DE CAMPOMAR,BALCARCE 3846,1822,,-58.41667,-34.66667,,83,ARANGUENA LEONOR,0,1,1,0,0,0,0
"2,684",C JYP 28 DE SETIEMBRE DE VALENTIN ALSINA,PASO DE BURGOS 681 79  ,1822,4209-2973,-58.40811,-34.67131,,83,ORSI MARIA ESTHER,1,1,1,0,0,0,0
"3,271",C JYP FERROVIARIOS Y DEMAS LEYES PREVISIONALES,PARANA Y ROSARIO DEL TALA S/N ,3101,,-60.61667,-32.05000,,"3,145",BERTONCELLO HUMBERTO,1,1,1,0,0,0,0
"3,272",C JYP NAC DE VILLA VALLE MARIA,HERMANO FCO.BARJA S/N S/N,3101,,-60.58333,-31.98333,,"3,146",GASSMANN EMMA,0,1,1,0,0,0,0
"3,273",C JYP NAC LIBERTADOR SAN MARTIN,PASTEUR  596,3103,0343-4910380/02,-60.46006,-32.06367,,"3,149",ROSTAN HIRAM DARIO,1,1,1,0,0,0,0
"3,274",C JYP NAC Y PROV DE ESTACION GRAL RACEDO,CALLE PUBLICA S/N  ,3114,876004,-60.40000,-31.98333,,"3,141",,0,2,0,0,0,0,0
"3,275",C DE JYP NAC DE GRAL GALARZA,EX EST FFCC GRAL URQUIZA  S/N,2843,03444-481085/48,-59.40000,-32.71667,,"3,211",GROH JUAN,1,1,1,0,0,0,0
"3,276",C MUT JYP NAC DE GUALEGUAY ENTRE RIOS,PRIMER ENTRERRIANO  168  ,2840,03444-426335,-59.33333,-33.15000,,"3,212",SAINTE MARIE DIEGO,1,1,1,0,0,0,0
"3,277",C JYP FERROVIARIOS LA FRATERNIDAD,I.MALVINAS Y R. DEL TALA  ,2840,03444-424961,-59.33333,-33.15000,,"3,212",GOMEZ HECTOR,1,1,1,0,0,0,0
"3,278",C JYP NAC Y PCIAL ZONA SUR Y ZONA NORTE DE GUALEGUAY,CRUZ MIGUEZ Y SEG. GIANELLO S/N,2840,,-59.33333,-33.15000,,"3,212",MOREIRA  ABELINO,1,1,1,0,0,0,0
"3,279",C JYP NAC Y PROV ALCARAZ,NOGOYA  69  ,3138,,-59.60000,-31.45000,,"3,256",DALMASO NELIDA,1,1,1,0,0,0,0
"3,280",C JYP DE LA CIUDAD DE BOVRIL,LA DILIGENCIA  234  ,3142,421517,-59.43333,-31.35000,,"3,257",RUARO DELIA,1,1,1,0,0,0,0
"3,281",C JYP NAC DE LA PAZ,ESPAÑA 442 442,3190,41659,-59.64109,-30.73570,,"3,273",MARTINEZ ZARZA ERIC,1,1,1,0,0,0,0
"3,282",C JYP DE PIEDRAS BLANCAS, LA CALANDRIA S/N°  ,3129,4895036,-59.93162,-31.15093,,"3,276",GARIBALDI ANALIA,1,1,1,0,0,0,0
"3,283",C JYP NAC DE SANTA ELENA,PRIMER MAESTRO 298 298,3192,481789,-59.78333,-30.95000,,"3,280",OLMO ESTEBAN,1,1,1,0,0,0,0
"3,284",C JYP NAC Y PROV DE HERNANDEZ,SAN MARTIN 251 251,3156,03435-421025,-60.01120,-32.34658,,"3,287",CORTINA DORA,1,1,1,0,0,0,0
"3,285",C JYP NAC DE LUCAS GONZALEZ,ROQUE SAENZ PEÑA S/N  S/N,3158,480291,-59.55000,-32.41667,,"3,289","CHARLES, RAFAEL",1,1,1,0,0,0,0
"3,286",ASOC JYP JOSE VALENTIN MARSILI,HIPOLITO YRIGOYEN  662,3158,480417,-59.55000,-32.41667,,"3,289",ZOF  ILDA,0,1,1,0,0,0,0
"3,287",C MUTUAL DE JYP NAC DE NOGOYA,LEANDRO N ALEM 1143 1143,3150,0435-21540,-59.81667,-32.40000,,"3,290",CUEVAS LIDIA,1,1,1,0,0,0,0
"3,288",C JYP NAC Y PROV B? SAN ROQUE,RIVADAVIA S/N S/N,3150,23077,-59.81667,-32.40000,,"3,290",ESCOBAR ALINA,1,1,1,0,0,0,0
"3,289",C JYP NAC Y PROV DE ALDEA SANTA MARIA,DON JORGE S/N  S/N,3123,043-971003/13/3,-60.00000,-31.61667,,"3,294",SACKS ALBERTO,1,1,1,0,0,0,0
"3,290",C JYP NAC DE CERRITO,ALMAFUERTE 347 347,3122,155100708,-60.06667,-31.58333,,"3,297",SAIN JORGE ALBERTO,1,1,1,0,0,0,0
"3,291",C JYP NAC PROV Y MUNICIP DE CRESPO,AV.BELGRANO Y ECHAGUE  S/N ,3116,0343-4951388/72,-60.31667,-32.03333,,"3,305",BURGARDT MIRTA,1,1,1,0,0,0,0
"3,292",C JYP NAC Y PROV SAN JULIAN,AV SAN MARTIN 02,3132,871001,-59.90000,-31.58333,,"3,308",RODRIGUEZ ELSA,1,1,1,0,0,0,0
"3,293",C JYP NAC DE HASENKAMP,RAMIREZ 385 385,3134,930-023,-59.83333,-31.51667,,"3,312",CASTAÑEDA ROSA,1,1,1,0,0,0,0
"3,294",C DE JYP DE HERNANDARIAS,TUCUMAN 368 368,3127,0343-4960241.-,-59.98333,-31.23333,,"3,333","SANCHEZ, SEBASTIAN",1,1,1,0,0,0,0
"3,295",C JYP FERROV DE PARANA,BELGRANO 634 ,3100,4223775,-60.52884,-31.74156,,"3,318",SANCHEZ VICTOR,0,1,1,0,0,0,0
"3,296",C JYP NAC Y PROV DE MARIA GRANDE,URQUIZA S/N° EX FF.CC  S/N  ,3133,4940363,-59.88333,-31.65000,,"3,334",RIVERO ELVIO,1,1,1,0,0,0,0
"3,297",C JYP NAC DE PARANA,BELGRANO 138 138,3100,0342-4224979/43,-60.52594,-31.73576,,"3,318",SOBRINO CARLOS,1,1,1,0,0,0,0
"3,298",UNION DOC JYP DE LA REP ARGENTINA - PARANA -,COLON 165 165,3100,213216,-60.52475,-31.72822,,"3,318",GALVAN LIDIA,1,1,1,0,0,0,0
"3,299",C NAC JYP ASOC TRABAJADORES DEL ESTADO ATE,COLON 59 59,3100,230270,-60.52651,-31.72775,,"3,318",RIEDEL RAMON,1,1,1,0,0,0,0
"3,300",FED DE JYP NAC DE ENTRE RIOS,BELGRANO 138 138,3100,0343-4314761/42,-60.52594,-31.73576,310,"3,318","SOBRINO, CARLOS",0,1,1,0,0,0,0
"3,301",C JYP DE ENCOTEL - DTO. 12,PELLEGRINI 376 376,3100,225-0386/313-28,-60.53238,-31.73604,,"3,318",MARADEY RUBEN,1,1,1,0,0,0,0
"3,302",AGRUP DE JYP NAC BARRIO TIRO FEDERAL,CHURRUARIN 849 52  ,3100,4390149,-60.50493,-31.74483,,"3,318",,1,1,0,0,0,0,0
"3,303",C MUTUAL DE JYP DEL BANCO DE ENTRE RIOS,HIPOLITO IRIGOYEN 335 335,3100,4315612,-60.52460,-31.73945,,"3,318",SANTA CRUZ ADOLFO,0,1,1,0,0,0,0
"3,304",C JYP TELEFONICOS DE ENTRE RIOS,RIVADAVIA 128 128,3100,22-2488,-60.52910,-31.72686,,"3,318","MOREL, LELY",0,1,1,0,0,0,0
"3,305",CLUB DE ABUELOS CIUDAD DE PARANA,VILLAGUAY 130 ,3100,4311514,-60.53057,-31.73877,,"3,318",MACIEL DORA,0,1,1,0,0,0,0
"3,306",SUB-COM JYP DEL SIND DEL PERS EMBARCADO DE DRAGADO Y BALIZAM DNCPYVN,LINIERS 1050 ,3100,234764,-60.51311,-31.72661,,"3,318",,0,,,,,,
"3,307",SUB-COM JUB ASOC DEL PERS DE LA DIR DE FERROC ARG SECC PARANA,BELGRANO 634 ,3100,240654,-60.52884,-31.74156,,"3,318",SANTOLAYA ALFONSO,0,1,1,0,0,0,0
"3,308",C JYP NAC Y PROV DE SAN AGUSTIN,BRG. LOPEZ Y CAMINOS S/N S/N,3100,0343-4272517,-60.51311,-31.72661,,"3,318",SOSA OSCAR,1,1,1,0,0,0,0
"3,309",UNION  DE CTROS Y AGRUP DE JYP DE ENTRE RIOS,RIVADAVIA 128 ,3100,0343-4317124/42,-60.52910,-31.72686,,"3,318",,0,,,,,,
"3,310",ASOC JYP NAC DIGNIDAD,EL TREBOL 1864 1864,3100,0343-4248739,-60.49311,-31.75323,,"3,318",DELBENE MARTIN,1,1,1,0,0,0,0
"3,311",C JYP NAC Y PROV 19 DE SETIEMBRE,GERVASIO MENDEZ  490,3100,244650,-60.51311,-31.72661,,"3,318",GARCIANDIA MIGUEL,1,1,1,0,0,0,0
"3,312",C JYP NAC Y PROV DEL  BARRIO CORRALES DE PARANA,GBDOR MANSILLA Y FEBRE  83  ,3100,364589,-60.51311,-31.72661,,"3,318",CORONA DANILO,1,1,1,0,0,0,0
"3,313",C JYP NAC BAJADA GRANDE DE PARANA,LARAMENDI Y CROACIA S/N,3100,0343-4315499,-60.51311,-31.72661,,"3,318",ORELLANO JUAN CARLOS,1,1,1,0,0,0,0
"3,314",C JYP DEL SINDICATO DE TRABAJADORES DE CORREOS Y TELEGRAFOS DR 12,SAN MARTIN 1248 1248,3100,230016,-60.53127,-31.73626,,"3,318",FERNANDEZ DIH AGUSTIN,0,1,1,0,0,0,0
"3,315",CTRO NAC DE JUB DE LA UNION DEL PERSONAL CIVIL DE LAS FF.AA. DE LA R.A.,25 DE JUNIO 568 87  ,3100,232995,-60.53637,-31.72899,,"3,318",MOLINA LUIS ALBERTO,1,1,1,0,0,0,0
"3,316",FEDERACIEN DE CENTROS DE JYP DE LA ADMINISTACIEN P+BLICA NACIONAL,GERVASIO MENDEZ 490 ,3100,(0343)-4399862.,-60.50387,-31.74927,310,"3,318",GARCIANDIA MIGUEL,0,1,1,0,0,0,0
"3,317","CASA DE LOS ABUELOS, JUB, PEN. Y DESOCUPADOS DEL BARRIO SANTA RITA",LOS JACARANDA Y GRAL. GAL  ,3100,0343-427-0924,-60.51311,-31.72661,,"3,318",ISAAC SARA INES,0,1,1,0,0,0,0
"3,318",CTRO. DE LA EXPERIENCIA DE JUBILADOS Y TERCERA EDAD,PERU 235 ,3100,,-60.53306,-31.73355,,"3,318",GARCIA ARTEMIO,0,2,1,0,0,0,0
"3,319",C JYP NAC DE SAN BENITO,BOULEVARD BASAVILBASO Y VIEIRA 80  ,3107,,-60.43333,-31.78333,,"3,324",SOÑEZ MARIA ELENA,1,1,1,0,0,0,0
"3,320",C JYP NAC Y PCIAL DE SEGUI,ENTRE RIOS 733 733,3117,043-880527/455/,-60.11667,-31.95000,,"3,326",TABORDA ALBERTO,1,1,1,0,0,0,0
"3,321",C JYP NAC Y PROV DE TABOSSI,PTE PERON Y 20 DE JUNIO S/Nº,3111,,-59.93333,-31.80000,,"3,328",GRINOVERO SARA,1,1,1,0,0,0,0
"3,322",C JYP NAC DE VIALE,RAWSON S/N 33  ,3109,03434920141/492,-60.00000,-31.86667,,"3,331",BORGETTO ISIDORO,1,1,1,0,0,0,0
"3,323",C JYP NAC Y PROV VILLA URQUIZA,DR DEL CASTILLO  S/N  S/N,3113,4343-4994198 Se,-60.36667,-31.65000,,"3,336",DABIN LAURA,1,1,1,0,0,0,0
"3,324",C JYP NAC PROV Y MUNICIPAL DE ORO VERDE,LAS GOLONDRINAS 374 78  ,3100,0343-4975084/7,-60.51667,-31.81667,,"3,317",SALDARINI ELSA,1,1,1,0,0,0,0
"3,325",C JYP NAC DE GOBERNADOR MANSILLA,CARMEN DE LOS SANTOS S/N S/N,2845,,-59.35000,-32.45000,,"3,353",KLIMEK JUAN JOSE,1,1,1,0,0,0,0
"3,326",C JYP DE MACIA Y SU ZONA DE INFLUENCIA,PJE.ELIAS LOYBER S/N  38  ,3177,03445-461563,-59.40000,-32.18333,,"3,358",FRANZOT HUGO ISMAEL,1,1,1,0,0,0,0
"3,327",UNION DEL C JYP NAC DE ROSARIO DEL TALA,R.SAENZ PEÐA Y REBAGLIATI  23  ,3174,21388,-59.15000,-32.30000,,"3,360",ROSTAN HUGO,1,1,1,0,0,0,0
"3,328",C JYP NAC Y PROV DE VILLA ANGELA,ZONA RURAL  ,3151,23486,0.00000,0.00000,,,,0,2,0,0,0,0,0
"3,329",C JYP DE ARANGUREN,AV. 22 DE JULIO 765 765,3162,90-1564,-60.18333,-32.25000,,"3,390",LALLI LUCIANO,1,1,1,0,0,0,0
"3,330",C DE JYP PYN NTRA. CASA DE VICTORIA,MAIPU 178 178,3153,03436-429978/42,-60.18333,-32.61667,,"3,397",ALBORNOZ ANTONIA,1,1,1,0,0,0,0
"3,331",C JYP NAC DE VICTORIA,SAN MIGUEL  113,3153,21236,-60.18333,-32.61667,,"3,397",VELAZQUEZ  RAMONA,1,1,1,0,0,0,0
"3,332",C JYP DE ANGELICA,BELGRANO 351 351,2303,87502,-61.55000,-31.55000,,"5,646",PAIROLA HILARIO,1,1,1,0,0,0,0
"3,333",C JYP DE ATALIVA DPTO CASTELLANOS,ZONA URBANA  S/N,2307,03493-491049,-61.41667,-31.00000,,"5,775",BENASSI ELIDA,0,1,1,0,0,0,0
"3,334",C JYP NAC DE AURELIA,ZONA URBANA 0 ,2318,88011,-61.43333,-31.33333,,"5,647",AIRAUDO ELVIO,0,1,1,0,0,0,0
"3,335",C JYP NAC DE CLUCELLAS,DR BORGNA Y MENDOZA  211,2407,03492-499778,-61.70000,-31.46667,318,"5,784",LANZAVECCHIA RESELDO,1,1,1,0,0,0,0
"3,336",C JYP NAC DE COLONIA ALDAO,SARMIENTO Y TRIUNVIRATO S/N,2317,97133,-61.76667,-30.98333,,"5,779",RUBINETTO JUAN JOSE,0,1,1,0,0,0,0
"3,337",C JYP DE CORONEL FRAGA,BME MITRE 55,2301,481016,-61.91667,-31.18333,,"6,090",ROSSOTTO AMALIA,0,1,1,0,0,0,0
"3,338",C JYP NAC DE ESMERALDA,RAFAEL ESCRIÑA S/N,2456,03492-489113,-61.91667,-31.61667,,"5,782",BOVO FRANCISCO,1,1,1,0,0,0,0
"3,339",C JYP DE ESTACION CLUCELLAS,DEFENSA        S/N,2407,03492-495082,-61.70000,-31.46667,,"5,784",DAGA ROSA,1,1,1,0,0,0,0
"3,340",C DE JYP DE EUSEBIA,ROQUE SAEZ PEÑA 267 267,2317,03493-493212,-61.47731,-31.25203,,"5,839",GUGLIELMONE BAUTISTA,0,1,1,0,0,0,0
"3,341",C JYP DE FRONTERA,CALLE Nº 74  74,2438,03564-423343,-62.05000,-31.46667,,"5,658",ACOSTA ELDA,1,1,1,0,0,0,0
"3,342",C JYP DE HUMBERTO PRIMO,MENDOZA NORTE 41 41,2309,03493-480614,-61.88333,-30.86667,,"5,661",VIOLA VICTOR HUGO,1,1,1,0,0,0,0
"3,343",C JYP NAC Y PROV DE LEHMANN,GUILLERMO BOTTO S/N 0 ,2305,,-61.43333,-31.11667,,"6,095",,0,,,,,,
"3,344",C JYP UNIFICADOS DE MARIA JUANA,SARMIENTO      64,2445,71357,-61.73333,-31.68333,,"5,783",ASTESANA ARMANDO,1,1,1,0,0,0,0
"3,345",C JYP DE PUEBLO RAMONA,BULEVAR M BELGRANO  165,2301,496061,-61.90000,-31.10000,,"5,668",ROSSI MARINA,1,1,1,0,0,0,0
"3,346",ASOC DEPARTAMENTAL DE JYP NAC,ALVEAR  621,2300,03492-427936,-61.48333,-31.25000,,"5,993",BOGINO  ELVIRA,1,1,1,0,0,0,0
"3,347",SUB-COM JYP C EMP DE COMERCIO - RAFAELA -,GUEMES 144 ,2300,23727,-61.48745,-31.25198,,"5,993",REINALDO ROMERO,0,1,1,0,0,0,0
"3,348",C JYP GASTRONOMICOS DE LA CIUDAD DE RAFAELA,LAVALLE 463 ,2300,424748,-61.48960,-31.24874,,"5,993",,0,,,,,,
"3,349",C JYP NAC. ESCUELA TALLER 3? EDAD DE RAFAELA - DR. AMERICO TOSELLO,BROWN 512 512,2300,,-61.48551,-31.25078,,"5,993",GIUSIANO MARIBEL,1,1,1,0,0,0,0
"3,350",C JYP NAC DE SANTA CLARA DE SAGUIER,25 DE MAYO 127 127,2405,490256,-61.83333,-31.35000,,"5,671",RACCA REYNALDO,1,1,1,0,0,0,0
"3,351",C JYP NAC DE SAN VICENTE,ALMIRANTE BROWN 360 360,2447,470626,-61.56667,-31.70000,,"5,785",AUSELLO ROMILDO,1,1,1,0,0,0,0
"3,352",C JYP DE SUNCHALES,ESTANISLAO ZEBALLOS 766 766,2322,03493-423518,-61.58333,-30.95000,,"5,672",BONZI ABEL,1,1,1,0,0,0,0
"3,353",C JYP NAC Y PROV DE SUSANA,ZONA URBANA S/N,2301,82039,-61.51667,-31.36667,,"5,786",CAMUSSO CELESTINO,1,1,1,0,0,0,0
"3,354",C JYP DE TACURAL,BELGRANO  426,2324,492492,-61.60000,-30.85000,,"5,673",DACCI CLEMENTINA,1,1,1,0,0,0,0
"3,355",C JYP NAC DE VILA,SAN MARTIN  OESTE 118,2301,,-61.83333,-31.20000,,"5,788",AICARDI NILDO,1,1,1,0,0,0,0
"3,356",C JYP DE ZENON PEREYRA,IRIGOYEN HIPOLITO 583 108 ,2409,92269,-61.90000,-31.56667,,"5,675",ZUBRIGGEN ALBINO,1,1,1,0,0,0,0
"3,357",C JYP NAC DE COLONIA CASTELLANOS Y SAN ANTONIO,BVRD CENTENARIO S/N°  ,2301,91046,0.00000,0.00000,,,,0,,,,,,
"3,358",CLUB DE JYP NAC Y PROV DE JOSEFINA,CORRIENTES  111,2403,43492-469013,0.00000,0.00000,,,SICARDI NELIO,0,1,1,0,0,0,0
"3,359",C JYP NAC DE CAYASTA,JUAN D GARAY S/Nº ,3001,0405-93091,-60.16667,-31.20000,,"6,103","PERALTA, ELSA",1,1,1,0,0,0,0
"3,360",C JYP DE GARAY,DR ROMANG  162 162 ,3003,70081,-60.08333,-31.10000,,"5,688",ROSTAN CLORINDA,1,1,1,0,0,0,0
"3,361",C JYP NAC DE SANTA ROSA DE CALCHINES,9 DE JULIO   S/N,3001,908090,-60.33333,-31.41667,,"5,691",SCHMIDT  GLADYS,1,1,1,0,0,0,0
"3,362",C JYP NAC DE LA CDAD DE AVELLANEDA DEPTO OBLIGADO,CALLE 15  945,3561,481701,-59.66667,-29.11667,,"5,720",SCARPIN AMBROSIO,1,1,1,0,0,0,0
"3,363",C JYP DE FLORENCIA,9 DE JULIO 960,3516,491143,-59.23333,-28.03333,,"5,726",PUERTA OSCAR,1,1,1,0,0,0,0
"3,364",C JYP DE INTIYACO,ZONA URBANA  S/Nº,3551,,-60.15930,-28.65832,,"6,455",ÑAÑEZ LUIS,1,1,1,0,0,0,0
"3,365",C JYP LAS TOSCAS,CALLE N 6  748  ,3586,492422,-59.26667,-28.35000,,"5,811",SOLIS RUBEN,1,1,1,0,0,0,0
"3,366",C JYP NAC DE MALABRIGO,SANTA FE 885 885,3572,03482-454200,-59.95993,-29.32351,,"5,812",LAMY MARIO,1,1,1,0,0,0,0
"3,367",C JYP DE POZO DE LOS INDIOS,ZONA URBANA  s/n,3551,92066,-60.28907,-28.92283,,"6,460",SOTELO CLARA,1,1,1,0,0,0,0
"3,368",C JYP NAC DE RECONQUISTA,JORGE NEWBERY 1296 1296,3560,03482-428332,-59.65300,-29.15219,,"5,815",SULIGOY FRANCISCO,1,1,1,0,0,0,0
