localidad,NOMBRE EFECTOR COMUNITARIO,RNEJyP,CÓDIGO ACTIVIDAD 2014 MODIFICADO,TALLER,nombre_a,calle,numero,partido,provincia,codpostal,distrito,edificio,piso,dpto,barrio,fax
SARANDI,UNIDOS EN EL ENCUENTRO,02-004-007-565,,1408 - ARTESANÍAS / MANUALIDADES,C JYP EL ENCUENTRO,VICENTE LOPEZ *,2329,AVELLANEDA,2,1870,2,,,,,4204-1035*
SARANDI,UNIDOS EN EL ENCUENTRO,02-004-007-565,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP EL ENCUENTRO,VICENTE LOPEZ *,2329,AVELLANEDA,2,1870,2,,,,,4204-1035*
SARANDI,SARANDI 10,02-004-007-211,,1405 - CANTO / CORO,C JYP DE SARANDI,BRANDSEN,2642,AVELLANEDA,2,1874,2,,,,,REF. 4205-3189
SARANDI,VILLA NUÐEZ,02-004-007-379,,1408 - ARTESANÍAS / MANUALIDADES,C JYP VILLA NUÑEZ Y SARANDI ESTE,BARADERO *,3815,AVELLANEDA,2,1872,2,,,,,4227-5824*
SARANDI,VILLA NUÐEZ,02-004-007-379,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP VILLA NUÑEZ Y SARANDI ESTE,BARADERO *,3815,AVELLANEDA,2,1872,2,,,,,4227-5824*
VILLA DOMINICO,VILLA DOMINICO CENTRAL,02-004-008-375,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP DE VILLA DOMINICO,ALMIRANTE SOLIER,4669,AVELLANEDA,2,1874,2,,,,, 4227-2982*
VILLA DOMINICO,VILLA DOMINICO CENTRAL,02-004-008-375,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP DE VILLA DOMINICO,ALMIRANTE SOLIER,4669,AVELLANEDA,2,1874,2,,,,, 4227-2982*
WILDE,ESLABONES DE PLATA,02-004-027-767,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JP Y 3º EDAD ESLABONES DE PLATA WILDE,VICTOR HUGO        *,1324,AVELLANEDA,2,1875,2,,,,,REF. 4206-6066*
WILDE,ESLABONES DE PLATA,02-004-027-767,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JP Y 3º EDAD ESLABONES DE PLATA WILDE,VICTOR HUGO        *,1324,AVELLANEDA,2,1875,2,,,,,REF. 4206-6066*
WILDE ESTE,BARTOLOME MITRE,02-004-027-607,,1101 - GIMNASIA,C JYP BARTOLOME MITRE DE WILDE OESTE,AV. BELGRANO,6468,AVELLANEDA,2,1875,3,,,,,REF. 4253-6213*
AVELLANEDA,DR. NICOLAS AVELLANEDA,02-004-001-197,,1408 - ARTESANÍAS / MANUALIDADES,C JYP DR NICOLAS AVELLANEDA,LAFUENTE *,1250,AVELLANEDA,2,1869,2,,,,,REF. 42041678
VILLA INDEPENDENCIA,VILLA INDEPENDENCIA,02-066-001-093,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP DE VILLA INDEPENDENCIA,GUARANI,33,LOMAS  DE ZAMORA,2,1832,1,,,,,4231-2580*
VILLA INDEPENDENCIA,VILLA INDEPENDENCIA,02-066-001-093,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE VILLA INDEPENDENCIA,GUARANI,33,LOMAS  DE ZAMORA,2,1832,1,,,,,4231-2580*
REMEDIOS DE ESCALADA,LUIS DE ANNA,02-058-009-172,,1101 - GIMNASIA,C JYP LUIS DE ANNA,HERNANDARIAS *,1264,LANUS,2,1826,0,,,,,REF. 4276-1889*
WILDE,NUEVO CENTRO CIUDAD DE WILDE,02-004-027-409,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,NUEVO C JYP DE LA CIUDAD DE WILDE,CORVALAN*,1332,AVELLANEDA,2,1875,2,,,,,REF.4252-1730
WILDE,NUEVO CENTRO CIUDAD DE WILDE,02-004-027-409,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,NUEVO C JYP DE LA CIUDAD DE WILDE,CORVALAN*,1332,AVELLANEDA,2,1875,2,,,,,REF.4252-1730
LONGCHAMPS,ASOC DE JYP DE LONGCHAMPS,02-003-007-258,,1101 - GIMNASIA,ASOC JYP DE LONGCHAMPS,SAENZ PEÑA *,962,ALMIRANTE  BROWN,2,1854,1,,,,,
CARLOS SPEGAZZINI,CARLOS SPEGAZZINI,02-033-004-747,,1101 - GIMNASIA,C JYP DE CARLOS SPEGAZZINI,DR. KOCH,71,EZEIZA,2,1813,1,,,,,HAYDEE153316926*
TEMPERLEY,CIRCULO FERROVIARIO DEL SUD DEL,02-066-027-101,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CIRC DE FERROV JYP DEL SUD DEL GRAN BS AS - TEMPERLEY -,SANTA MARIA DE ORO,300,LOMAS DE ZAMORA,2,1834,1,,,,,4291-5288*
L DE ZAMORA,LA VICTORIA DE LOMAS DE ZAMORA,02-066-001-374,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,LA VICTORIA - LOMAS DE ZAMORA -,MOLINA ARROTEA,1375,L DE ZAMORA,2,1832,1,,,,,4282-7409*
AVELLANEDA,DAR AMOR,02-004-001-732,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DAR AMOR,CARABELAS,1560,AVELLANEDA,2,1870,2,,,,,
SARANDI,SARANDI DOMINICO,02-004-008-137,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP DE SARANDI - DOMINICO -,PASTEUR,270,AVELLANEDA,2,1872,2,,,,,REF. 4207-5964
SARANDI,SARANDI DOMINICO,02-004-008-137,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE SARANDI - DOMINICO -,PASTEUR,270,AVELLANEDA,2,1872,2,,,,,REF. 4207-5964
VILLA DOMINICO,VILLA CORINA,02-004-026-337,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE VILLA CORINA,LOS POZOS,3991,AVELLANEDA,2,1874,2,,,,, REF. 4220-6123*
VILLA DOMINICO,DOR ORIONE,02-004-008-763,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DON ORIONE VILLA DOMINICO,PASAJE CUENCA,4110,AVELLANEDA,2,1874,2,,,,,4220-9077 *
EZEIZA,RETIRADOS DE LA C. DE EZEIZA,02-033-006-338,,1101 - GIMNASIA,C JPYR DE LA CIUDAD DE EZEIZA,TUCUMAN,372,EZEIZA,2,1804,1,,,,,4232-5216*
DOCK SUD,DOCK SUD,02-004-002-208,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP DE DOCK SUD,DEBENEDETTI *,1667,AVELLANEDA,2,1871,2,,,,,4220-6501*
AVELLANEDA,IDEA FEL═Z,02-004-001-144,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP IDEA FELIZ,ARTIGAS *,28,AVELLANEDA,2,1870,3,,,,,4228-7714*
WILDE,AMOR Y CARIÐO,02-004-027-091,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP DE WILDE AMOR Y CARIÑO,RODO *,301,AVELLANEDA,2,1875,2,,,,,4207-9223* VICE
LOMAS DE ZAMORA,1║ DE MAYO,02-066-001-434,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP 1 DE MAYO,PORTELA *,970,LOMAS  DE ZAMORA,2,1832,1,,,,,4243-7559 PTE*
JOSE MARMOL,JOSE MARMOL,02-003-006-088,,1101 - GIMNASIA,C JYP DE JOSE MARMOL,ROSALES,2498,ALMIRANTE BROWN,2,1846,1,,,,,150-1154462
JOSE MARMOL,JOSE MARMOL,02-003-006-088,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP DE JOSE MARMOL,ROSALES,2498,ALMIRANTE BROWN,2,1846,1,,,,,150-1154462
JOSE MARMOL,NUESTRO SUEÐO JOS╔ MARMOL,02-003-006-604,,1101 - GIMNASIA,CENTRO DE JYP NUESTRO SUEÑO DE JOSE MARMOL,25 DE MAYO,63,ALMIRANTE BROWN,2,1846,0,,,,,42147485/42454471
JOSE MARMOL,NUESTRO SUEÐO JOS╔ MARMOL,02-003-006-604,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP NUESTRO SUEÑO DE JOSE MARMOL,25 DE MAYO,63,ALMIRANTE BROWN,2,1846,0,,,,,42147485/42454471
AVELLANEDA,VILLA CASTELLINO,02-004-001-728,,1101 - GIMNASIA,C JYP DE VILLA CASTELLINO,ENTRE RIOS*,951,AVELLANEDA,2,1870,2,,,,,REF.4208-2880
AVELLANEDA,VILLA CASTELLINO,02-004-001-728,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE VILLA CASTELLINO,ENTRE RIOS*,951,AVELLANEDA,2,1870,2,,,,,REF.4208-2880
AVELLANEDA,BARRIO PARQUE MARIANO MORENO,02-004-001-046,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,BARRIO PARQUE MARIANO MORENO CENTRO DE JYP DE AVELLANEDA,ALSINA,647,AVELLANEDA,2,1870,2,,,,, 4201-8445*
BANFIELD,DE BANFIELD,02-066-002-135,,1403 - TEATRO,C JYP DE BANFIELD,MEDRANO,354,LOMAS DE ZAMORA,2,1828,1,,,,,REF. 4242-4089*
BANFIELD,DE BANFIELD,02-066-002-135,,1405 - CANTO / CORO,C JYP DE BANFIELD,MEDRANO,354,LOMAS DE ZAMORA,2,1828,1,,,,,REF. 4242-4089*
VILLA DOMINICO,SOL DE ORO,02-004-008-209,,1101 - GIMNASIA,C JYP SOL DE ORO,PATAGONES,923,AVELLANEDA,2,1874,2,,,,,4207-6744*
TEMPERLEY,TEMPERLEY ESTE,02-066-027-392,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE TEMPERLEY ESTE,BERNARDO DE YRIGOYEN *,971,L DE ZAMORA,2,1834,1,,,,,
GLEW,B║ LOS ALAMOS,02-003-004-725,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP DEL BARRIO LOS ALAMOS,ALFONSINA STORNI*,1940,ALMIRANTE BROWN,2,1856,1,,,,,
RAFAEL CALZADA,C.A.S.J.U.P.E,02-003-010-099,,1406 - ARTES PLÁSTICAS,C JYP DE RAFAEL CALZADA,FALUCHO,3000,ALMIRANTE BROWN,2,1847,1,,,,,REF. 4236-5287*
LANUS OESTE,AMOR Y PAZ,02-058-001-416,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP AMOR Y PAZ,EMILIO CASTRO *,1728,LANUS,2,1824,0,,,,,4262-5658 * PTE
LLAVALLOL,LOS VECINOS,02-066-008-280,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP LOS VECINOS,LUJAN *,115,LOMAS DE ZAMORA,2,1836,1,,,,,
L DE ZAMORA,JUBILZA,02-066-001-343,,1408 - ARTESANÍAS / MANUALIDADES,JUBILADOS UNIDOS DEL Bº INDEPENDENCIA - LOMAS DE ZAMORA JUBILZA -,ARANA GOIRI *,879,L DE ZAMORA,2,1832,0,,,,,REF. 4283-3843 *
L DE ZAMORA,JUBILZA,02-066-001-343,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,JUBILADOS UNIDOS DEL Bº INDEPENDENCIA - LOMAS DE ZAMORA JUBILZA -,ARANA GOIRI *,879,L DE ZAMORA,2,1832,0,,,,,REF. 4283-3843 *
REMEDIOS DE ESCALADA,LA AMISTAD,02-058-009-744,1106 - Danzas,1106 - DANZAS,C JYP LA AMISTAD DE REMEDIOS DE ESCALADA ESTE,HEROES DE MALVINAS,3893,LANUS,2,1826,0,,,,,4288-0168
REMEDIOS DE ESCALADA,LA AMISTAD,02-058-009-744,,1408 - ARTESANÍAS / MANUALIDADES,C JYP LA AMISTAD DE REMEDIOS DE ESCALADA ESTE,HEROES DE MALVINAS,3893,LANUS,2,1826,0,,,,,4288-0168
EZEIZA,ASOC 3 EDAD DE EZEIZA,02-033-006-736,,1101 - GIMNASIA,ASOC. DE LA 3 ERA. EDAD EZEIZA,J. D. PERON Y BERUTI,573,EZEIZA,2,1804,1,,,,,4295-1012*
LANUS ESTE,SOL DE INDEPENDENCIA,02-058-008-468,,1408 - ARTESANÍAS / MANUALIDADES,C JPYR SOL DE INDEPENDENCIA DE MONTE CHINGOLO,ACHAVAL,4291,LANUS,2,1824,0,,,,,4246-7617*
LANUS ESTE,SOL DE INDEPENDENCIA,02-058-008-468,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JPYR SOL DE INDEPENDENCIA DE MONTE CHINGOLO,ACHAVAL,4291,LANUS,2,1824,0,,,,,4246-7617*
AVELLANEDA,N║ 1 EL ALBA,02-004-001-124,,1101 - GIMNASIA,C JYP DE AVELLANEDA EL ALBA,COLON *,316,AVELLANEDA,2,1870,2,,,,,REF.156-0-111940*
SARANDI,LA ESPERANZA,02-004-007-103,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LA ESPERANZA,CRISOLOGO LARRALDE,2858,AVELLANEDA,2,1872,2,,,,,REF.4207-2173*
TEMPERLEY,PUEBLO Y PATRIA M═A,02-066-027-184,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP PUEBLO Y PATRIA MIA,ITUZAINGO,2208,LOMAS DE ZAMORA,2,1834,1,,,,,
BANFIELD ESTE,EL PARAISO DE BANFIELD,02-066-002-627,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP EL PARAISO,MEXICO,72,L.DE ZAMORA,2,1828,1,,,,,REF.42606559*
CLAYPOLE,DE CLAYPOLE,02-003-003-166,,1101 - GIMNASIA,C JYP DE CLAYPOLE,USPALLATA *,1236,ALMIRANTE BROWN,2,1849,1,,,,,REF. 4291-0199
CLAYPOLE,DE CLAYPOLE,02-003-003-166,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE CLAYPOLE,USPALLATA *,1236,ALMIRANTE BROWN,2,1849,1,,,,,REF. 4291-0199
GERLI,GENERAL BELGRANO,02-004-001-032,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP GENERAL BELGRANO,USHUAIA*,319,AVELLANEDA,2,1870,2,,,,,4205-7989*
WILDE,CORAZONES UNIDOS,02-004-027-079,,1101 - GIMNASIA,CORAZONES UNIDOS CTRO DE JP Y 3ª EDAD,VICTOR HUGO *,1768,AVELLANEDA,2,1875,2,,,,,4220-7911 *
WILDE,CORAZONES UNIDOS,02-004-027-079,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CORAZONES UNIDOS CTRO DE JP Y 3ª EDAD,VICTOR HUGO *,1768,AVELLANEDA,2,1875,2,,,,,4220-7911 *
DOCK SUD,MADRESELVA,02-004-001-764,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP MADRESELVA AVELLANEDA,NICOLAS AVELLANEDA*,1699,AVELLANEDA,2,1871,2,,,,,
LUIS GUILLON,DE LUIS GUILLON,02-033-011-226,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE LUIS GUILLON DEL PARTIDO DE ESTEBAN ECHEVERRIA,SUB TENIENTE FOX,71,E ECHEVERRIA,2,1838,1,,,,,
REMEDIOS DE ESCALADA,GENERAL BALCARCE,02-058-009-592,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP GENERAL BALCARCE,UGARTE Y QUIRNO COSTA,3589,LANUS,2,1826,0,,,,,4267-5196* ANGEL
MONTE CHINGOLO,VILLA OFELIA,02-058-001-011,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JUB VILLA OFELIA,JUNCAL *,5347,LANUS ESTE,2,1825,0,,,,,REF.4230-6179*
LANUS OESTE,VILLA LIBERTAD,02-058-001-169,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP VILLA LIBERTAD,CATAMARCA *,1301,LANUS OESTE,2,1824,0,,,,,
WILDE,SAN BALTAZAR,02-004-027-020,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C DE LA 3ª EDAD SAN BALTAZAR,CAXARAVILLE,5412,AVELLANEDA,2,1875,0,,,,,4289-5208
LANUS OESTE,9 DE JULIO,02-058-001-294,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CTRO. DE JYP. 9 DE JULIO DE LANUS OESTE,MINISTRO BRIN,3244,LANUS,2,1824,0,,,,,
LANUS OESTE,9 DE JULIO,02-058-001-294,,1201 - MEMORIA,CTRO. DE JYP. 9 DE JULIO DE LANUS OESTE,MINISTRO BRIN,3244,LANUS,2,1824,0,,,,,
TEMPERLEY,15 DE JULIO,02-066-027-206,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP 15 DE JULIO,JUAN DE GARAY,6210,L. DE ZAMORA,2,1846,1,,,,,4269-9232 * PTE
DOCK SUD,ENCUENTRO DE AMIGOS,02-004-002-022,,1408 - ARTESANÍAS / MANUALIDADES,C JYP ENCUENTRO DE AMIGOS,ALEM,1880,AVELLANEDA,2,1871,2,,,,PLAZA CENTENARIO,4201-3454/4222-0118
VILLA DOMINIC,SAN EMILIO,02-004-008-762,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP SAN EMILIO,MAGDALENA,1920,AVELLANEDA,2,1874,2,,,,,4246-3929*
LANUS ESTE,GENERAL MIGUEL D GUEMES,02-058-008-857,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP GRAL MARTIN MIGUEL DE GUEMES,SALCEDO,2061,LANUS,2,1825,0,,,,,REF.4260-4429*
SARANDI,VILLA BERNASCONI,02-004-007-127,,1101 - GIMNASIA,C JYP VILLA BERNASCONI,RAMALLO,140,AVELLANEDA,2,1872,2,,,,,REF. 4206-3124*
LOMAS DE ZAMORA,CAMINEMOS JUNTOS,02-066-001-153,1106 - Danzas,1106 - DANZAS,C JYP CAMINEMOS JUNTOS,BERMUDEZ*,1570,L DE ZAMORA,2,1832,1,,,,,4298-3264*
LA UNION FERR,LA UNION,02-033-007-772,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP DE LA UNION,ÑANDUBAY *,498,EZEIZA,2,1804,1,,,,,
LA UNION FERR,LA UNION,02-033-007-772,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE LA UNION,ÑANDUBAY *,498,EZEIZA,2,1804,1,,,,,
SAN JOSE,EL PROGRESO (LA GLORIA),02-003-011-268,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CTRO. DE JYP EL PROGRESO (LA GLORIA),DONATO ALVAREZ,1130,ALMIRANTE BROWN,2,1846,0,,,,,REF. 4212-6927*
BURZACO,RAFAEL ESCOBAR,02-003-002-757,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP RAFAEL ESCOBAR,PEDRO GOYENA*,1120,ALTE BROWN,2,1852,1,,,,,4299-9793*
LONGCHAMPS,UNION Y FRATERNIDAD,02-003-007-304,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP UNION Y FRATERNIDAD,CHACO*,1415,ALMIRANTE BROWN,2,1854,1,,,,,REF.4233-5263*
FIORITO,MI ESPERANZA,02-066-005-152,,1408 - ARTESANÍAS / MANUALIDADES,C JYP MI ESPERANZA,PIO BAROJA *,2189,L DE ZAMORA,2,1822,1,,,,,
VALENTIN ALSINA,JUVENTUD UNIDA,02-058-010-886,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP JUVENTUD UNIDA LANUS,MOLINEDO *,1190,LANUS,2,1824,0,,,,,
BANFIELD,PARA VOLVER A VIVIR EN BAN,02-066-002-190,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C  DE JYP PARA VOLVER A VIVIR EN BANFIELD,O'NEILL,371,LOMAS DE ZAMORA,2,1828,1,,,,,REF.4260-6558*
TEMPERLEY,ASOCIACION GALLEGA,02-066-027-301,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,ASOC.GALLEGA DE JYP. ESPAÑOLES DE LA 3º EDAD RESIDENT  EN ARGENTINA,LINIERS,1081,LOMAS DE ZAMORA,2,1832,1,,,,,REF. 4298-3484*
REMEDIOS DE ESCALADA,LAS PALOMITAS,02-058-009-077,,1101 - GIMNASIA,"C JYP "" LAS PALOMITAS """,D TABORDA,3410,LANUS,2,1826,0,,,,,REF.4276-2518*
LANUS OESTE,3║ ALBORADA,02-058-001-287,,1101 - GIMNASIA,CENTRO DE JUBILADOS TERCERA ALBORADA,MAXIMO PAZ*,221,LANUS,2,1824,0,,,,,4242-5717*
LANUS OESTE,3║ ALBORADA,02-058-001-287,,1408 - ARTESANÍAS / MANUALIDADES,CENTRO DE JUBILADOS TERCERA ALBORADA,MAXIMO PAZ*,221,LANUS,2,1824,0,,,,,4242-5717*
LANUS OESTE,3║ ALBORADA,02-058-001-287,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JUBILADOS TERCERA ALBORADA,MAXIMO PAZ*,221,LANUS,2,1824,0,,,,,4242-5717*
LLAVALLOL,COMUNIDAD ORGANIZADA,02-066-008-324,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP COMUNIDAD ORGANIZADA,PARETA,438,LOMAS DE ZAMORA,2,1836,1,,,,,REF. 4231-2952*
DOCK SUD,FACUNDO QUIROGA,02-004-002-232,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP FACUNDO QUIROGA DE DOCK SUD,25 DE MAYO*,1386,AVELLANEDA,2,1872,2,,,,,REF. 4204-7395*
WILDE,DIAS FELICES,02-004-027-191,,1408 - ARTESANÍAS / MANUALIDADES,C JYP DIAS FELICES,CORVALAN,2129,AVELLANEDA,2,1875,2,,,,,4230-1022*
WILDE,DIAS FELICES,02-004-027-191,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DIAS FELICES,CORVALAN,2129,AVELLANEDA,2,1875,2,,,,,4230-1022*
WILDE E,RINCON DE AMIGOS,02-004-027-918,,1101 - GIMNASIA,C JYP RINCON DE AMIGOS,RAQUEL ESPAÑOL,1450,AVELLANEDA,2,1875,2,,,,,4207-9614
WILDE E,RINCON DE AMIGOS,02-004-027-918,,1408 - ARTESANÍAS / MANUALIDADES,C JYP RINCON DE AMIGOS,RAQUEL ESPAÑOL,1450,AVELLANEDA,2,1875,2,,,,,4207-9614
WILDE E,RINCON DE AMIGOS,02-004-027-918,,1408 - ARTESANÍAS / MANUALIDADES,C JYP RINCON DE AMIGOS,RAQUEL ESPAÑOL,1450,AVELLANEDA,2,1875,2,,,,,4207-9614
WILDE E,RINCON DE AMIGOS,02-004-027-918,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP RINCON DE AMIGOS,RAQUEL ESPAÑOL,1450,AVELLANEDA,2,1875,2,,,,,4207-9614
TEMPERLEY,RINCON Y PAZ,02-066-003-726,,1408 - ARTESANÍAS / MANUALIDADES,C JYP RINCON Y PAZ,AV REP ARGENTINA,148,LOMAS  DE ZAMORA,2,1834,1,,,,,REF. 155624-0314*
VILLA DOMINICO,UNION DE DOMINICO,02-004-008-696,,1408 - ARTESANÍAS / MANUALIDADES,C JYP UNION DE DOMINICO,SAN VICENTE,430,AVELLANEDA,2,1874,2,,,,,4206-6475*
REMEDIOS  DE ESCALADA,SOBRE EL RIEL,02-058-009-048,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JUB SOBRE EL RIEL,JOSE INGENIEROS *,397,LANUS,2,1826,0,,,,,REF. 4241-1328*
LANUS,JUAN PIÐEIRO,02-058-001-039,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP JUAN PIÑEIRO,FRAY JULIAN LAGOS,2311,LANUS,2,1824,0,,,,,REF. 4247-0312*
SARANDI,BARRIO NUÐEZ- SARAND═,02-004-007-313,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP BARRIO NUÑEZ - SARANDI,GENOVA Y RIVERA INDARTE,T1,AVELLANEDA,2,1872,2,,4,   A,,
LANUS ESTE,ESLOVENIA,02-058-001-324,1110 - Danzas tango,1110 - DANZAS TANGO,CTRO. DE JYP ESLOVENIA,LUJAN,756,LANUS,2,1824,0,,,,,42479025* PRES
REMEDIOS DE ESCALADA,EL NUEVO PROGRESO,02-058-009-241,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C DE JYP EL NUEVO PROGRESO,GRAL G. BALCARCE,3779,LANUS,2,1826,0,,,,,4267-6963*
SAN JOSE,10 DE SEPTIEMBRE,02-003-012-621,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP 10 DE SETIEMBRE ADROGUE,VERTIZ,5748,ALMIRANTE  BROWN,2,1846,1,,,,,         42699693*
